id,bid_number,bid_date,study_name,status,client,sales_contact,vm_contact,created_at,updated_at,project_requirement,rejection_reason,rejection_comments,created_by,team,methodology
564,33591,"""2025-07-21T18:30:00.000Z""",DMA Study_estimates,draft,26,6,7,"""2025-07-24T06:41:14.719Z""","""2025-07-24T07:23:25.460Z""","Scenario 1
 
Can you please price out a 12-14 minute study, n = 1500 in the state of Florida – Rep Genpop 18+. English and Spanish please.
 
Also, I’d like to see what it would cost to field a much shorter version of the survey (say, 5 minutes, 90% similar) in these markets, n = 500 Rep Genpop for each. Please provide this cost separately, as an optional module.
 
Georgia
North Carolina
Tennessee
California
Assume 1 open-end for coding, and we need tables and an SPSS file.",,,43,POD 4,online
565,33592,"""2025-07-21T18:30:00.000Z""",33592 : 2025CS325  - Spend Blockers survey ,draft,24,4,1,"""2025-07-24T07:59:51.571Z""","""2025-07-24T07:59:51.571Z""","•	LOI= 12 minutes
•	Geo=US
•	50/50 Agency/Marketer
•	CTV spend min $5M
",,,43,POD 4,online
566,33593,"""2025-07-21T18:30:00.000Z""",Automating Risk Reduction - US/CA,draft,1,1,1,"""2025-07-24T08:24:44.044Z""","""2025-07-24T08:24:44.044Z""",NA,,,43,POD 4,online
567,33254,"""2025-04-13T18:30:00.000Z""",Salesforce State of Service ,draft,1,1,1,"""2025-07-24T08:59:51.239Z""","""2025-07-24T08:59:51.239Z""",NA,,,43,POD 4,online
568,32643,"""2025-07-22T18:30:00.000Z""",32643 - IN - 2024CS335_BOUNTEOUS_Accolite W2_Tracker,draft,24,4,7,"""2025-07-25T06:15:01.573Z""","""2025-07-25T06:15:01.573Z""",NA,,,43,POD 4,online
569,332640,"""2025-07-22T18:30:00.000Z""",Fall 2026 Concept Testing Study ,draft,22,4,9,"""2025-07-25T07:27:54.314Z""","""2025-07-25T07:27:54.314Z""","Consumers aware of Shake Shack and would consider ordering a burger or chicken sandwich from a fast-food or fast-casual restaurant (US Census Regions – Northeast, Midwest, South, and West)",,,48,POD 2,online
570,33600,"""2025-07-24T18:30:00.000Z""",Request for quotation for APAC Study,draft,13,1,1,"""2025-07-25T08:31:36.463Z""","""2025-07-25T08:31:36.463Z""",NA,,,43,POD 4,online
571,30619,"""2025-07-16T18:30:00.000Z""",2025CS305_ROKU W10 - Bid 30619_Tracker,draft,24,4,7,"""2025-07-30T09:37:18.937Z""","""2025-07-30T09:37:18.937Z""",AP,,,43,POD 4,online
572,33607,"""2025-07-29T18:30:00.000Z""",33607 : Feasibility/BidQuestions,draft,13,1,1,"""2025-07-30T09:59:29.871Z""","""2025-07-31T09:43:09.780Z""",NA,,,43,POD 4,online
573,332641,"""2025-07-20T18:30:00.000Z""",K9999,draft,1,3,7,"""2025-07-30T11:33:06.038Z""","""2025-07-30T11:33:06.038Z""",K9991,,,43,POD 4,offline
574,33608,"""2025-07-29T18:30:00.000Z""",Healthcare Office Managers - US ,draft,1,1,1,"""2025-07-31T10:09:46.806Z""","""2025-07-31T10:09:46.806Z""",NA,,,43,POD 4,online
575,33363,"""2025-04-04T18:30:00.000Z""",Yale New Haven Health Feasibility - Cancer Study,draft,19,7,9,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""","Has health insurance, use of healthcare in the last 2 years",,,48,POD 2,online
576,33367,"""2025-04-06T18:30:00.000Z""",Cost Request: Risk B2B audience,draft,19,7,9,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",25-65 YO working in Banking & Financial services,,,48,POD 2,online
577,33360,"""2025-04-03T18:30:00.000Z""",Billings Clinic / Logan Health brand mapping cost request ,draft,19,7,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",Healthcare consumers in Montana,,,49,POD 2,online
578,33370,"""2025-04-07T18:30:00.000Z""",Quote Request: Custom Study & TURF Analysis,draft,31,3,9,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""","21+, Beer drinkers",,,48,POD 2,online
579,33369,"""2025-04-07T18:30:00.000Z""",Cost Request: OHSU future students,draft,19,7,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",California,,,49,POD 2,online
580,33376,"""2025-04-10T18:30:00.000Z""",New Opp: EBSCO,draft,19,7,9,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""","21+,Purchasing DMs",,,48,POD 2,online
581,32743,"""2025-04-13T18:30:00.000Z""",Visa Adhoc Costing,draft,29,3,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",Gen-Pop,,,49,POD 2,online
582,33375,"""2025-04-13T18:30:00.000Z""",RFP for Frequent Traveler with 300K HHI,draft,19,7,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",Genpop Frequent Travellers with HHI ,,,49,POD 2,online
583,31877,"""2025-04-13T18:30:00.000Z""",Online Search Tracker 2025 ,draft,18,3,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",16-18YO through parental consent,,,49,POD 2,online
584,33388,"""2025-04-22T18:30:00.000Z""",Children's Tracker 25 - CONSUMER,infield,19,7,9,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",Dallas - Parents,,,48,POD 2,online
585,33391,"""2025-04-22T18:30:00.000Z""",UCLA Costing,draft,19,7,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""","Parents and prospective parents in Los Angeles, Ventura, Santa Barbara, San Luis Obispo, San Bernardino, Orange. ",,,49,POD 2,online
586,33394,"""2025-04-23T18:30:00.000Z""",URM Feasibility/Costing Request ,draft,19,7,9,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""","21+ YOsM/F, lives in PA & NY",,,48,POD 2,online
587,33393,"""2025-04-24T18:30:00.000Z""",Cost Request: OHSU Tracking,draft,19,7,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",Option 1,,,49,POD 2,online
588,33337,"""2025-04-24T18:30:00.000Z""",Very Large RFP for International Genpop ,draft,47,7,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",Genpop,,,49,POD 2,online
589,33404,"""2025-04-28T18:30:00.000Z""",Cost Request: First Interstate Bank,draft,19,7,9,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",M/F Age 21+ YO in listed states,,,48,POD 2,online
590,33400,"""2025-04-24T18:30:00.000Z""",RFP for New Vehicle Purchaser,draft,47,7,9,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",,,,48,POD 2,online
591,33385,"""2025-04-22T18:30:00.000Z""",Well Star Tracking Wave 9,infield,19,7,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",Augusta,,,49,POD 2,online
592,33406,"""2025-04-29T18:30:00.000Z""",Monigle - NYC Survey Costing/Feasibility Request ,draft,19,7,10,"""2025-04-05T13:00:00.000Z""","""2025-04-05T13:00:00.000Z""",Genpop,,,49,POD 2,online
